x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,p1,p2
0.8279188399130304,0.9933528732829061,0.9278623883666286,0.9971986118424118,0.9733649339563093,0.9938690090582881,0.9993623736522446,0.9001305034245883,0.9498666238352917,0.9508593200007344,0.9974711203566662,0.9251993587361942,0.9698037645200328,0.9685777482052516,0.9729444186319803,0.94487953264671,0.9384713766561633,0.9918462453210397,0.9032431820797729,0.9941499726768543,0.9778444289608808,0.9233686969000096,0.9926190928607835,0.9861787892623715,0.998250879190116,0.9733949993472848,0.9497256882291278,0.9489270366024086,0.8739796158122981,0.9819504133073688,0.8786968627126843,0.3653284173167157
0.714450531422516,0.8919916457152886,0.8931261782174599,0.9810592632649745,0.8854073383422323,0.9484334492763431,0.9354297945376341,0.9007925419169396,0.8791106328861544,0.9402696947485855,0.9916288924601601,0.8892071083904478,0.9273107703878735,0.9305640896157,0.9584567245227247,0.9636600115995163,0.8870111641024231,0.9526940080842866,0.8853865107752833,0.9258509935508985,0.9785122889106123,0.9200767046464994,0.9830278350692006,0.9844067066212556,0.9171118555857385,0.8438422616534652,0.9409526579020353,0.9002967545196321,0.8395742715358521,0.9619860892424207,0.8149680332247213,0.5900779399522897
0.6545441168559325,0.8530284212646333,0.8493515666078122,0.7905136304630243,0.8025804976494662,0.830875468933767,0.8506597170079064,0.8929676824904815,0.9333152520533389,0.8664960783868799,0.9024423018375264,0.8436466961058885,0.8158790659896334,0.9159375538748586,0.8306502422805808,0.8693105332314287,0.8957355081796465,0.8479319271359754,0.8897208043120307,0.8208580748650979,0.8640353340071136,0.8746671442024748,0.8733790881599076,0.8507143326595739,0.860428710613069,0.8009940616834851,0.9261096901712795,0.9647822975817462,0.8417954541496814,0.8328924391303634,0.7440855139283019,0.6611133961616571
0.09235540581191513,0.09548959863528939,0.21712578492022958,0.18240769765399525,0.10128880084961925,0.22167819290233362,0.14855032650405658,0.21346096763619637,0.18581783679934538,0.14343728048563117,0.15557588407920223,0.07166968652031458,0.16912733663948473,0.20261373885796502,0.1350860972350345,0.15749086377420946,0.3139052473881195,0.15425177637709625,0.1532550681127577,0.07643971632895598,0.09256033119016431,0.23006394950487843,0.05566838876041475,0.08690969759686115,0.19055582647528063,0.13051419636344408,0.1402785582915527,0.20561251482082404,0.21849100230491372,0.1683015782955594,0.19495190717708144,1.0940669803824827
0.5241977383990631,0.6329460416200372,0.7317023371588603,0.735349042770935,0.8017524168979117,0.7814373632065411,0.8647300548413779,0.7692535475633041,0.7193340502248593,0.7638661326539676,0.7430785528499583,0.882289446163379,0.7888569290998353,0.7046247000563164,0.8066710104265098,0.7127606379849103,0.7235484241622021,0.5981052412894128,0.7597191059775291,0.7370608558684754,0.8294136788771233,0.6916592791304493,0.6793956706347114,0.7634697910735566,0.7377207520916474,0.6876065629612997,0.7485195649309748,0.7434749496739856,0.7049904997676771,0.6660420518170683,0.6783349311377012,0.8793539237959457
0.6023080994568792,0.805689049357754,0.8442488510119425,0.7573027071915633,0.8617172230611092,0.8450478737675485,0.8446174634364414,0.8386139494845644,0.7821900903786183,0.8510953229854641,0.7653936642660862,0.8432202268635474,0.8044239465189703,0.8974017710600629,0.8021243491764853,0.869937958334149,0.80992089969153,0.7970742607192252,0.8387104872758948,0.7775257853103772,0.855650124128557,0.8992165827301098,0.7444147685580511,0.7872127027271648,0.7942172556484751,0.7279497143999113,0.8071008225436075,0.7848174335082253,0.753620245342375,0.7583329079783905,0.7029747454626517,0.7378915993344142
0.49247122811897026,0.5800255121555924,0.6646717819277199,0.7599147681293499,0.7993856272735694,0.6634106761483947,0.74488081579416,0.5772662385827962,0.7048422030899816,0.7188691308979049,0.6284009654123641,0.6458581197332304,0.7745602088939242,0.7270402882195177,0.6974898581893969,0.7191540093162749,0.7192762057093002,0.5908907374680937,0.7247982011521859,0.7374398277691614,0.7194351140631475,0.7453032313948778,0.7271382298080934,0.7698604925566189,0.7310302085963987,0.6808952871730961,0.5910244340060632,0.7461588312693656,0.5865342708335348,0.6696824127532776,0.6487397346041688,0.9137405959601915
0.8576228475616171,0.9905223752794314,0.9765120674697059,0.9886923793197387,0.9578513141076974,0.982989447731411,0.9878016287272805,0.9084000545341099,0.9575395182327788,0.9538788108354551,0.9838992284797894,0.9454435803168855,0.9582576400751689,0.9714150289936366,0.9831898440352588,0.9975664334994132,0.9209331252238241,0.9741169308203074,0.9424978550845955,0.9900397718496059,0.9705906483671282,0.9940986260722683,0.985302702324091,0.990302861829576,0.9792555907593723,0.9802004345510547,0.9808921869276452,0.9795420721777126,0.8766724400391855,0.9661157330793819,0.8942013074895873,0.3010615112682734
0.8169639204611107,0.940717530746008,0.9772229401845912,0.9714600500204451,0.9778300820242664,0.9895905375694818,0.9941454332852651,0.9107702391361922,0.9475684743106297,0.9348830179472745,0.9982355133395414,0.9433160217818354,0.9293264303658021,0.9427434916228703,0.9881871898928956,0.9974274638562638,0.9702032261314222,0.9696164184278889,0.881624769373554,0.9753296833656896,0.9589728322361282,0.9464140071142902,0.975034537109141,0.9638936868538982,0.9741323148519223,0.9680917110742822,0.952401335269498,0.9829254207564435,0.8787173349037888,0.8660403610350239,0.8717047230703544,0.3873107552740559
0.6249810052694391,0.8492167275659356,0.8192705202668638,0.7593244829432043,0.8301669373531454,0.8441786072675727,0.8523182133291239,0.8381675485075699,0.8785088609040805,0.8552298241859814,0.8262882297115791,0.8023766437023994,0.8049267118613633,0.8129638322433818,0.8045406633360236,0.8625145044671856,0.8121025724111014,0.8214918672024663,0.8337480622849409,0.7780232003495826,0.8635027520654168,0.924459757581712,0.7444259612055238,0.7893620421444115,0.8061181884601631,0.8315742671348275,0.8087421142552472,0.7878865674970233,0.8648353476554188,0.8148198678473272,0.707111725943259,0.6915294637262209
