x,y,d,x1,y1
0.5,-0.8660254037844375,1.999999999999998,-0.5,0.8660254037844375
0.5000000000000016,-0.8660254037844375,1.9999999999999996,-0.5000000000000016,0.8660254037844375
0.5000000000000004,-0.8660254037844375,1.9999999999999984,-0.5000000000000004,0.8660254037844375
0.5000000000000002,-0.8660254037844375,1.9999999999999982,-0.5000000000000002,0.8660254037844375
0.5000000000000007,-0.8660254037844375,1.9999999999999987,-0.5000000000000007,0.8660254037844375
0.5000000000000012,-0.8660254037844375,1.9999999999999991,-0.5000000000000012,0.8660254037844375
0.5000000000000009,-0.8660254037844375,1.999999999999999,-0.5000000000000009,0.8660254037844375
0.500000000000002,-0.8660254037844375,2.0,-0.500000000000002,0.8660254037844375
0.5000000000000014,-0.8660254037844375,1.9999999999999993,-0.5000000000000014,0.8660254037844375
0.5000000000000018,-0.8660254037844375,1.9999999999999998,-0.5000000000000018,0.8660254037844375
