x1,x2,p1,p2
0.04223757739787659,1.038777197213121,0.04223757739787659,1.038777197213121
1.0384038993770082,0.04355516163623015,1.0384038993770082,0.04355516163623015
0.1939782908052441,0.9292920667506513,0.1939782908052441,0.9292920667506513
0.9291768583794902,0.19519773000067558,0.9291768583794902,0.19519773000067558
0.9257424992493402,0.44922188647447414,0.9257424992493402,0.44922188647447414
0.44713142288011876,0.9291989552462228,0.44713142288011876,0.9291989552462228
0.7729942371758449,0.6362861900887897,0.7729942371758449,0.6362861900887897
0.7732223896076145,0.5952690889189601,0.7732223896076145,0.5952690889189601
0.6298746073107763,0.7730687958562374,0.6298746073107763,0.7730687958562374
0.1486528264717878,0.9480055365162541,0.1486528264717878,0.9480055365162541
0.5993703074528003,0.7731556195027837,0.5993703074528003,0.7731556195027837
0.6079757449063125,0.7730923808114769,0.6079757449063125,0.7730923808114769
0.13956976767315452,0.9552259942280732,0.13956976767315452,0.9552259942280732
0.5850965573653606,0.7735605367442585,0.5850965573653606,0.7735605367442585
0.47900578329401833,0.8641720314899762,0.47900578329401833,0.8641720314899762
0.4752081778225684,0.872915095262222,0.4752081778225684,0.872915095262222
0.46167565739650235,0.904388676515924,0.46167565739650235,0.904388676515924
0.46914687404812844,0.8871219985071122,0.46914687404812844,0.8871219985071122
0.5584654412481136,0.7765615578188776,0.5584654412481136,0.7765615578188776
0.4660490609946388,0.8946038166119792,0.4660490609946388,0.8946038166119792
0.7785417643705477,0.5503599972373968,0.7785417643705477,0.5503599972373968
0.9390697441918646,0.16243085084558614,0.9390697441918646,0.16243085084558614
0.935573106912551,0.1692408954309909,0.935573106912551,0.1692408954309909
0.9611369714146156,0.13382781680984987,0.9611369714146156,0.13382781680984987
0.694545766688483,0.7669259539222603,0.694545766688483,0.7669259539222603
0.9322102537815284,0.17816761286287214,0.9322102537815284,0.17816761286287214
0.770216332525084,0.6770618212408037,0.770216332525084,0.6770618212408037
0.9163273033520697,0.45671781148720336,0.9163273033520697,0.45671781148720336
0.6699830352685474,0.7711843995363414,0.6699830352685474,0.7711843995363414
0.5504431450043532,0.7783948496509445,0.5504431450043532,0.7783948496509445
0.6420368564394626,0.7729293522122288,0.6420368564394626,0.7729293522122288
0.9100834349887419,0.45840724064404503,0.9100834349887419,0.45840724064404503
0.8926572548665592,0.466859034019183,0.8926572548665592,0.466859034019183
0.9558054853603495,0.13951087295722858,0.9558054853603495,0.13951087295722858
0.9872267543395019,0.1077339035006884,0.9872267543395019,0.1077339035006884
0.9005799475591759,0.4631674393744656,0.9005799475591759,0.4631674393744656
0.15870800361942702,0.9410781061879345,0.15870800361942702,0.9410781061879345
0.9189513448276307,0.4532889844850202,0.9189513448276307,0.4532889844850202
0.7978540438093704,0.5178422271780238,0.7978540438093704,0.5178422271780238
0.4712788622429936,0.8828583739285855,0.4712788622429936,0.8828583739285855
0.18472608277076383,0.9310411085762027,0.18472608277076383,0.9310411085762027
0.8386105800595005,0.4901906626033562,0.8386105800595005,0.4901906626033562
0.9545184636362505,0.14038662491103931,0.9545184636362505,0.14038662491103931
0.6500041281364098,0.7726013499417402,0.6500041281364098,0.7726013499417402
0.9500951110405252,0.14611495189193036,0.9500951110405252,0.14611495189193036
0.9657928173524144,0.128253917013464,0.9657928173524144,0.128253917013464
1.007445716641412,0.08616050355443983,1.007445716641412,0.08616050355443983
0.8861420168388469,0.4696266296911387,0.8861420168388469,0.4696266296911387
0.1310527347458405,0.9631552724700805,0.1310527347458405,0.9631552724700805
0.6857316829335347,0.7687609413963249,0.6857316829335347,0.7687609413963249
0.8959250790573173,0.46622781959119425,0.8959250790573173,0.46622781959119425
0.765614675779852,0.69933505255969,0.765614675779852,0.69933505255969
0.06940332711111846,1.0212273945448178,0.06940332711111846,1.0212273945448178
0.7714192089075937,0.6670585073318671,0.7714192089075937,0.6670585073318671
0.8825657755121292,0.471238342917497,0.8825657755121292,0.471238342917497
0.8012287597535673,0.5134440226044409,0.8012287597535673,0.5134440226044409
0.9706104782975782,0.12322609813489421,0.9706104782975782,0.12322609813489421
0.7632018502305828,0.7069511552966309,0.7632018502305828,0.7069511552966309
0.8761584608572395,0.47384813700355527,0.8761584608572395,0.47384813700355527
1.033744375204696,0.05039529631594278,1.033744375204696,0.05039529631594278
0.04524035517294883,1.0378611029375697,0.04524035517294883,1.0378611029375697
0.7108818536651867,0.7615456327331609,0.7108818536651867,0.7615456327331609
0.169070510699396,0.9356799024561007,0.169070510699396,0.9356799024561007
0.7732775343404227,0.593260705837716,0.7732775343404227,0.593260705837716
0.7668372513202879,0.6948156773353068,0.7668372513202879,0.6948156773353068
0.7291408989580836,0.7537533949288351,0.7291408989580836,0.7537533949288351
0.8261950417001734,0.49646445779330706,0.8261950417001734,0.49646445779330706
0.0989827272021718,0.9943869301116907,0.0989827272021718,0.9943869301116907
1.0022690912250667,0.0907301593700735,1.0022690912250667,0.0907301593700735
0.7325619507177283,0.749604586716171,0.7325619507177283,0.749604586716171
0.50927904771034,0.8055447372217247,0.50927904771034,0.8055447372217247
0.7682094970784625,0.6892746452939175,0.7682094970784625,0.6892746452939175
0.941796315812974,0.15766646893567376,0.941796315812974,0.15766646893567376
0.46625442501396497,0.8938374661872022,0.46625442501396497,0.8938374661872022
1.0252018820531936,0.06426178389697251,1.0252018820531936,0.06426178389697251
0.5454313640120859,0.7799818694709215,0.5454313640120859,0.7799818694709215
0.11104331692722327,0.9827432614851064,0.11104331692722327,0.9827432614851064
0.9365538559696519,0.16747158890408123,0.9365538559696519,0.16747158890408123
0.8348202021390864,0.4916152940791597,0.8348202021390864,0.4916152940791597
0.814365657283189,0.5043218689778471,0.814365657283189,0.5043218689778471
0.5631991004196172,0.7756671225406517,0.5631991004196172,0.7756671225406517
0.10652400216608009,0.9872331440324712,0.10652400216608009,0.9872331440324712
0.982957842822528,0.11111637735054225,0.982957842822528,0.11111637735054225
0.6980863657908492,0.7662158818297107,0.6980863657908492,0.7662158818297107
0.12395070207996958,0.9701476588038876,0.12395070207996958,0.9701476588038876
0.9305700661911083,0.1859171622654218,0.9305700661911083,0.1859171622654218
0.08567547725166826,1.0081261215760349,0.08567547725166826,1.0081261215760349
0.7736329061104275,0.5838333455374443,0.7736329061104275,0.5838333455374443
